劳动教养	lao dong jiao yang 
围栏	wei lan 
路金	lu jin 
隔离带	ge li dai 
合线	he xian 
空桥	kong qiao 
集村	ji cun 
手扶拖拉机	shou fu tuo la ji 
教场	jiao chang 
停车线	ting che xian 
区塘	qu tang 
新线	xin xian 
集聚	ji ju 
镇块	zhen kuai 
村营	cun ying 
大块	da kuai 
逆行	ni xing 
相碰撞	xiang peng zhuang 
医治无效	yi zhi wu xiao 
岔路	cha lu 
生物化工	sheng wu hua gong 
兴源	xing yuan 
誉恒	yu heng 
屹立	yi li 
收讫	shou qi 
售房	shou fang 
预定	yu ding 
建发	jian fa 
伟业	wei ye 
降价	jiang jia 
任丘市	ren qiu shi 
场坝	chang ba 
代表处	dai biao chu 
副总	fu zong 
联信	lian xin 
政和	zheng he 
供养	gong yang 
常规	chang gui 
高度	gao du 
插秧机	cha yang ji 
发牌	fa pai 
购机	gou ji 
养猪户	yang zhu hu 
保育	bao yu 
养猪	yang zhu 
分娩	fen mian 
民事诉状	min shi su zhuang 
转来	zhuan lai 
解救	jie jiu 
土铳	tu chong 
土硝	tu xiao 
西工	xi gong 
交管	jiao guan 
人毛	ren mao 
收样	shou yang 
化验	hua yan 
晶体	jing ti 
岱刑	dai xing 
料及	liao ji 
诉户	su hu 
退场	tui chang 
纠合	jiu he 
公司法人	gong si fa ren 
航空	hang kong 
全县	quan xian 
办发	ban fa 
信贷部	xin dai bu 
数据资料	shu ju zi liao 
妥善处置	tuo shan chu zhi 
行业标准	hang ye biao zhun 
国家标准	guo jia biao zhun 
卫生事业	wei sheng shi ye 
财政拨款	cai zheng bo kuan 
织造	zhi zao 
鹤民	he min 
兴刑	xing xing 
拆模	chai mo 
农副产品	nong fu chan pin 
中药材	zhong yao cai 
工具厂	gong ju chang 
包装厂	bao zhuang chang 
官堂	guan tang 
建筑工地	jian zhu gong di 
店铺	dian pu 
建筑行业	jian zhu hang ye 
宏宇	hong yu 
龙门吊	long men diao 
架工	jia gong 
商贸城	shang mao cheng 
水泥柱	shui ni zhu 
浇注	jiao zhu 
化林	hua lin 
蓄水池	xu shui chi 
生产者	sheng chan zhe 
大肠菌群	da chang jun qun 
指标	zhi biao 
峨嵋	e mei 
抽检	chou jian 
用水	yong shui 
地下水	di xia shui 
草甘膦	cao gan lin 
水剂	shui ji 
放羊	fang yang 
掺假	can jia 
掺杂	can za 
返工	fan gong 
月经	yue jing 
专职人员	zhuan zhi ren yuan 
全过程	quan guo cheng 
金口	jin kou 
运输船	yun shu chuan 
号机	hao ji 
拖轮	tuo lun 
游泳馆	you yong guan 
全镇	quan zhen 
民委	min wei 
驻矿安	zhu kuang an 
监员	jian yuan 
顶板	ding ban 
任组长	ren zu zhang 
跳闸	tiao zha 
保护装置	bao hu zhuang zhi 
领用	ling yong 
触电时	chu dian shi 
起动器	qi dong qi 
已损坏	yi sun huai 
移变	yi bian 
机电部	ji dian bu 
专人	zhuan ren 
人力	ren li 
本站	ben zhan 
受让	shou rang 
兼该	jian gai 
购买证	gou mai zheng 
准运	zhun yun 
商谈对策	shang tan dui ce 
商洽	shang qia 
租户	zu hu 
运河区	yun he qu 
抵给	di gei 
乙作	yi zuo 
村张	cun zhang 
齿条	chi tiao 
聚餐	ju can 
老马	lao ma 
小鬼	xiao gui 
吃水	chi shui 
活立木	huo li mu 
装车	zhuang che 
了给	le gei 
输掉	shu diao 
海域	hai yu 
事发	shi fa 
大鼻子	da bi zi 
方位	fang wei 
运木	yun mu 
地铁站	di tie zhan 
双流	shuang liu 
香烟盒	xiang yan he 
选出	xuan chu 
龙岗区	long gang qu 
材料费	cai liao fei 
抵消	di xiao 
推托	tui tuo 
强拆	qiang chai 
临澧县	lin li xian 
社责	she ze 
生源	sheng yuan 
岛坪	dao ping 
所迫	suo po 
形势	xing shi 
主办单位	zhu ban dan wei 
协办	xie ban 
网签	wang qian 
签注	qian zhu 
母证	mu zheng 
硅石	gui shi 
舅舅	jiu jiu 
秀水	xiu shui 
售楼处	shou lou chu 
水箱	shui xiang 
外环	wai huan 
搪瓷	tang ci 
小女孩	xiao nv hai 
铁路职工	tie lu zhi gong 
公司债务	gong si zhai wu 
呼吸衰竭	hu xi shuai jie 
分在	fen zai 
停伐	ting fa 
厨房	chu fang 
百威	bai wei 
柜台	gui tai 
啤酒	pi jiu 
新寓	xin yu 
冶院	ye yuan 
应收款	ying shou kuan 
剥离	bo li 
账面	zhang mian 
眼镜厂	yan jing chang 
股份合作制	gu fen he zuo zhi 
全员	quan yuan 
搬运	ban yun 
棉花	mian hua 
证据确凿	zheng ju que zao 
腕关节	wan guan jie 
腹壁	fu bi 
渔获	yu huo 
衰竭	shuai jie 
呼吸	hu xi 
精神障碍	jing shen zhang ai 
受审	shou shen 
脑科	nao ke 
防卫	fang wei 
致肠	zhi chang 
挖掘	wa jue 
丛台区	cong tai qu 
解缴	jie jiao 
炒股	chao gu 
计时	ji shi 
投注额	tou zhu e 
沙井	sha jing 
小店	xiao dian 
存款额	cun kuan e 
套进	tao jin 
电子版	dian zi ban 
品牌手机	pin pai shou ji 
文员	wen yuan 
声明书	sheng ming shu 
户口簿	hu kou bu 
女龙	nv long 
启蒙	qi meng 
房屋贷款	fang wu dai kuan 
未婚	wei hun 
结识	jie shi 
女子	nv zi 
销售方	xiao shou fang 
市长	shi zhang 
行贿人	xing hui ren 
大院	da yuan 
劝说	quan shuo 
任免	ren mian 
蛇形	she xing 
县委	xian wei 
经县	jing xian 
带离	dai li 
清淤	qing yu 
钱物	qian wu 
受贿人	shou hui ren 
受贿者	shou hui zhe 
支配权	zhi pei quan 
障碍	zhang ai 
适应	shi ying 
所盖	suo gai 
油票	you piao 
打码机	da ma ji 
熟食	shu shi 
诱因	you yin 
心脏病	xin zang bing 
大梁	da liang 
扣发	kou fa 
附则	fu ze 
欠钱	qian qian 
手机号	shou ji hao 
标砖	biao zhuan 
执行期	zhi xing qi 
值守	zhi shou 
亡灵	wang ling 
治保主任	zhi bao zhu ren 
团支部	tuan zhi bu 
圩村	wei cun 
小学同学	xiao xue tong xue 
收费站	shou fei zhan 
步行	bu xing 
消防局	xiao fang ju 
消防支队	xiao fang zhi dui 
警员	jing yuan 
见习	jian xi 
种子公司	zhong zi gong si 
阁楼	ge lou 
合疗	he liao 
统计员	tong ji yuan 
追出	zhui chu 
围殴	wei ou 
乳业	ru ye 
溪园	xi yuan 
停手	ting shou 
出资者	chu zi zhe 
测定	ce ding 
抽血	chou xue 
阈值	yu zhi 
退水	tui shui 
城天	cheng tian 
获款	huo kuan 
鱼池	yu chi 
缺氧	que yang 
下关区	xia guan qu 
组员	zu yuan 
压铸	ya zhu 
全责	quan ze 
房租	fang zu 
院落	yuan luo 
山航	shan hang 
航班	hang ban 
时何	shi he 
承担风险	cheng dan feng xian 
信群	xin qun 
尊敬	zun jing 
只见	zhi jian 
抽水	chou shui 
盗割	dao ge 
铜质	tong zhi 
车子	che zi 
现金交易	xian jin jiao yi 
不肯	bu ken 
黑水	hei shui 
有益	you yi 
科学研究	ke xue yan jiu 
黑斑	hei ban 
青蛙	qing wa 
凤头	feng tou 
总站	zong zhan 
雉鸡	zhi ji 
环颈雉	huan jing zhi 
野鸡	ye ji 
枪击	qiang ji 
兔形目	tu xing mu 
兔科	tu ke 
兔属	tu shu 
猎获	lie huo 
野兔	ye tu 
阔叶树	kuo ye shu 
朱颈	zhu jing 
斑鸠	ban jiu 
麻雀	ma que 
狩猎	shou lie 
部份	bu fen 
求刑	qiu xing 
鹤群	he qun 
讨债	tao zhai 
转据	zhuan ju 
还原	huan yuan 
浪拔	lang ba 
朋友圈	peng you quan 
下款	xia kuan 
离岗	li gang 
报帐	bao zhang 
医务	yi wu 
留守	liu shou 
振涯	zhen ya 
受票	shou piao 
厂牌	chang pai 
工号	gong hao 
磁条	ci tiao 
内置	nei zhi 
运营部	yun ying bu 
名阳	ming yang 
铝模	lv mo 
技术员	ji shu yuan 
调度	diao du 
那辆车	na liang che 
显属	xian shu 
雕刻	diao ke 
用印	yong yin 
水务	shui wu 
常务	chang wu 
捕猎	bu lie 
死体	si ti 
雀形目	que xing mu 
科鸟	ke niao 
鸟种	niao zhong 
活体	huo ti 
白头	bai tou 
白鹇	bai xian 
珠颈	zhu jing 
俗名	su ming 
猫头鹰	mao tou ying 
粘网	zhan wang 
大史	da shi 
拌入	ban ru 
毒杀	du sha 
科研	ke yan 
燕雀	yan que 
候鸟	hou niao 
名录	ming lu 
刺猬	ci wei 
禁猎	jin lie 
绿绣	lv xiu 
大山雀	da shan que 
金翅雀	jin chi que 
猎取	lie qu 
科学	ke xue 
鸦雀	ya que 
棕头	zong tou 
云雀	yun que 
狍子	pao zi 
画眉	hua mei 
鼎力	ding li 
幼鸟	you niao 
松鸦	song ya 
蜡嘴雀	la zui que 
眼鸟	yan niao 
黄雀	huang que 
黑头	hei tou 
泵车	beng che 
结时	jie shi 
红火	hong huo 
持平	chi ping 
致大	zhi da 
占为	zhan wei 
白区	bai qu 
香肠	xiang chang 
制成	zhi cheng 
金盟	jin meng 
百色	bai se 
旺园	wang yuan 
故檀	gu tan 
予与	yu yu 
购地	gou di 
地皮	di pi 
推诿	tui wei 
双规	shuang gui 
前民	qian min 
市斤	shi jin 
年收入	nian shou ru 
车架号	che jia hao 
悬挂	xuan gua 
发动机	fa dong ji 
冷库	leng ku 
点火	dian huo 
大火	da huo 
车落	che luo 
爱人	ai ren 
弹簧刀	tan huang dao 
扣件	kou jian 
超速	chao su 
伪报	wei bao 
偷逃	tou tao 
页面	ye mian 
对买	dui mai 
毒人	du ren 
拒接	ju jie 
天意	tian yi 
规划设计	gui hua she ji 
株数	zhu shu 
幼树	you shu 
被伐	bei fa 
伐区	fa qu 
积为	ji wei 
杂薪材	za xin cai 
杂木	za mu 
刺槐	ci huai 
总值	zong zhi 
桦木	hua mu 
迹地	ji di 
杂树林	za shu lin 
超伐	chao fa 
总出	zong chu 
火场	huo chang 
隘门界	ai men jie 
分场	fen chang 
聚平	ju ping 
增城	zeng cheng 
立案侦察	li an zhen cha 
边贸	bian mao 
入境	ru jing 
专卖	zhuan mai 
椰壳炭	ye ke tan 
指令性	zhi ling xing 
帽儿	mao er 
景区	jing qu 
单证	dan zheng 
缴到	jiao dao 
交至	jiao zhi 
月度	yue du 
等到	deng dao 
学平险	xue ping xian 
校办	xiao ban 
市直	shi zhi 
工程局	gong cheng ju 
出口商品	chu kou shang pin 
水井	shui jing 
毕节	bi jie 
讲台	jiang tai 
拓展	tuo zhan 
板店	ban dian 
改写	gai xie 
经销处	jing xiao chu 
实缴	shi jiao 
锅炉配件	guo lu pei jian 
保额	bao e 
罚款单	fa kuan dan 
按摩房	an mo fang 
技师	ji shi 
持准	chi zhun 
静坐	jing zuo 
群访	qun fang 
上签	shang qian 
位子	wei zi 
全权	quan quan 
股本	gu ben 
家具店	jia ju dian 
全友	quan you 
公证处	gong zheng chu 
废品收购	fei pin shou gou 
探矿权	tan kuang quan 
QQ号	QQ hao 
说服	shuo fu 
茶板	cha ban 
买好	mai hao 
屋顶	wu ding 
超生	chao sheng 
施行	shi xing 
含城	han cheng 
打字	da zi 
妇产医院	fu chan yi yuan 
引产	yin chan 
女埠	nv bu 
准生证	zhun sheng zheng 
展开	zhan kai 
水晶	shui jing 
大祥区	da xiang qu 
等候	deng hou 
招考	zhao kao 
未加工	wei jia gong 
盐水鸭	yan shui ya 
烤鸭	kao ya 
信臣	xin chen 
家常菜	jia chang cai 
烹制	peng zhi 
菜肴	cai yao 
酱菜	jiang cai 
腌制	yan zhi 
印有	yin you 
含碘量	han dian liang 
符合标准	fu he biao zhun 
散盐	san yan 
炸鱼	zha yu 
商贩	shang fan 
海晶	hai jing 
范营乡	fan ying xiang 
范营村	fan ying cun 
酒家	jiu jia 
小吃街	xiao chi jie 
信息部	xin xi bu 
理睬	li cai 
大专	da zhuan 
辍学	chuo xue 
步入	bu ru 
制药	zhi yao 
茶厂	cha chang 
防护用品	fang hu yong pin 
人员配备	ren yuan pei bei 
油菜籽	you cai zi 
储备粮	chu bei liang 
榨油	zha you 
开展业务	kai zhan ye wu 
运城	yun cheng 
邀集	yao ji 
皇家	huang jia 
支出费用	zhi chu fei yong 
相帮	xiang bang 
森根	sen gen 
引泽	yin ze 
木马病毒	mu ma bing du 
链接	lian jie 
外币	wai bi 
弹药罪	dan yao zui 
红曲	hong qu 
氢氯	qing lv 
噻嗪	sai qin 
西药	xi yao 
环境污染	huan jing wu ran 
乙村	yi cun 
当地政府	dang di zheng fu 
股民	gu min 
镇碱	zhen jian 
房村	fang cun 
草地	cao di 
姐夫	jie fu 
铅锌矿	qian xin kuang 
矿产品	kuang chan pin 
产出	chan chu 
学汉	xue han 
挖沙	wa sha 
机动	ji dong 
可供	ke gong 
地名	di ming 
转租给	zhuan zu gei 
渔潭	yu tan 
大坑	da keng 
报表	bao biao 
二手轿车	er shou jiao che 
巨额利润	ju e li run 
时机	shi ji 
规避	gui bi 
入所	ru suo 
鉴定室	jian ding shi 
公鉴	gong jian 
临刑	lin xing 
下班	xia ban 
师范大学	shi fan da xue 
教务处	jiao wu chu 
考试成绩	kao shi cheng ji 
计算机	ji suan ji 
大学	da xue 
考点	kao dian 
火险	huo xian 
内因	nei yin 
吵架	chao jia 
拉开	la kai 
包庇	bao bi 
电风扇	dian feng shan 
星桥	xing qiao 
社区卫生	she qu wei sheng 
相遇	xiang yu 
修理工	xiu li gong 
大成	da cheng 
打烂	da lan 
纸板	zhi ban 
堂房	tang fang 
回收站	hui shou zhan 
废品	fei pin 
蛇皮袋	she pi dai 
鞋饰珠	xie shi zhu 
抛入	pao ru 
料头	liao tou 
浴霸	yu ba 
撬坏	qiao huai 
争窜	zheng cuan 
鼎立	ding li 
汾酒	fen jiu 
保险箱	bao xian xiang 
拉车	la che 
笋尖	sun jian 
溢香园	yi xiang yuan 
偷运	tou yun 
出厂	chu chang 
电动工具	dian dong gong ju 
开孔	kai kong 
天花板	tian hua ban 
跟着	gen zhe 
塔吊	ta diao 
吊车	diao che 
拆分	chai fen 
上级领导	shang ji ling dao 
改由	gai you 
限位	xian wei 
开关	kai guan 
装置	zhuang zhi 
机上安装	ji shang an zhuang 
技术规程	ji shu gui cheng 
拆卸	chai xie 
污水处理	wu shui chu li 
标牌	biao pai 
工栅	gong zha 
塑钢窗	su gang chuang 
木制	mu zhi 
景观	jing guan 
没见	mei jian 
座位	zuo wei 
垫资	dian zi 
格子	ge zi 
副矿长	fu kuang zhang 
洗煤厂	xi mei chang 
表上	biao shang 
列述	lie shu 
姓石	xing shi 
铁铲	tie chan 
抢得	qiang de 
得手	de shou 
官寨	guan zhai 
提存	ti cun 
饲养	si yang 
扣税	kou shui 
佳能	jia neng 
数码相机	shu ma xiang ji 
耗用	hao yong 
将厂	jiang chang 
暂存	zan cun 
转手	zhuan shou 
稻种	dao zhong 
旱稻	han dao 
中旱	zhong han 
地锁	di suo 
剪断	jian duan 
消化道	xiao hua dao 
贫血	pin xue 
号院	hao yuan 
拧开	ning kai 
门锁	men suo 
鱼苗	yu miao 
投放	tou fang 
了除	le chu 
同花	tong hua 
联系人	lian xi ren 
工房	gong fang 
入室	ru shi 
途胜	tu sheng 
代金券	dai jin quan 
澡票	zao piao 
飞车	fei che 
伟哥	wei ge 
荣成市	rong cheng shi 
断线	duan xian 
路灯	lu deng 
意林	yi lin 
派驻	pai zhu 
电网	dian wang 
规格	gui ge 
总长	zong zhang 
收购点	shou gou dian 
铜皮	tong pi 
废旧金属	fei jiu jin shu 
枫线	feng xian 
镜片	jing pian 
后视镜	hou shi jing 
露天	lu tian 
预支	yu zhi 
不留	bu liu 
水利工程	shui li gong cheng 
分散	fen san 
体育用品	ti yu yong pin 
飞马	fei ma 
堡镇	bao zhen 
日存	ri cun 
交上	jiao shang 
村屯	cun tun 
水泥	shui ni 
信贷资金	xin dai zi jin 
签下	qian xia 
带息	dai xi 
连带保证	lian dai bao zheng 
应处	ying chu 
古墓葬	gu mu zang 
背组	bei zu 
竹篱	zhu li 
奖卡	jiang ka 
调至	diao zhi 
旅行团	lv xing tuan 
计调员	ji diao yuan 
团款	tuan kuan 
选机	xuan ji 
内贸	nei mao 
天地	tian di 
收费员	shou fei yuan 
因病请假	yin bing qing jia 
经院	jing yuan 
免疫治疗	mian yi zhi liao 
细胞	xi bao 
罪系	zui xi 
条文	tiao wen 
车牌号码	che pai hao ma 
讴歌	ou ge 
星甸	xing dian 
银项链	yin xiang lian 
汽车玻璃	qi che bo li 
盗伐林木	dao fa lin mu 
系误	xi wu 
误伐	wu fa 
远扬	yuan yang 
报关单	bao guan dan 
树拓	shu tuo 
代购	dai gou 
天益	tian yi 
签该	qian gai 
纺织机械	fang zhi ji xie 
回迁	hui qian 
坡村	po cun 
迎风	ying feng 
表业	biao ye 
耕镇	geng zhen 
寿滩	shou tan 
宝业	bao ye 
合及	he ji 
方桩	fang zhuang 
经销部	jing xiao bu 
水暖	shui nuan 
缴付	jiao fu 
城市规划	cheng shi gui hua 
时间段	shi jian duan 
大盘	da pan 
处室	chu shi 
大同区	da tong qu 
特殊照顾	te shu zhao gu 
换届	huan jie 
组织部	zu zhi bu 
市委	shi wei 
供发	gong fa 
群里	qun li 
调多	diao duo 
亏得	kui de 
察觉	cha jue 
操控	cao kong 
穴坊	xue fang 
重大项目	zhong da xiang mu 
停滞	ting zhi 
风控部	feng kong bu 
全体人员	quan ti ren yuan 
参会	can hui 
买入	mai ru 
烟草	yan cao 
创业投资	chuang ye tou zi 
保单	bao dan 
总账	zong zhang 
日记账	ri ji zhang 
会计核算	kuai ji he suan 
人员素质	ren yuan su zhi 
企业财务	qi ye cai wu 
年销售额	nian xiao shou e 
市局	shi ju 
公共厕所	gong gong ce suo 
伏击	fu ji 
二区	er qu 
购毒者	gou du zhe 
小巷	xiao xiang 
巷子	xiang zi 
青医	qing yi 
附院	fu yuan 
银企	yin qi 
入到	ru dao 
财务帐	cai wu zhang 
相威胁	xiang wei xie 
棚村	peng cun 
交界	jiao jie 
推倒	tui dao 
邻居家	lin ju jia 
下体	xia ti 
蒸好	zheng hao 
馒头	man tou 
姐姐	jie jie 
气愤	qi fen 
用款	yong kuan 
暗渠	an qu 
扔到	reng dao 
倒到	dao dao 
手机电池	shou ji dian chi 
脖颈	bo geng 
菜馆	cai guan 
出气	chu qi 
后院	hou yuan 
厕所	ce suo 
乙因	yi yin 
跺门	duo men 
叫骂	jiao ma 
换成	huan cheng 
污泥	wu ni 
布局	bu ju 
风门	feng men 
天井	tian jing 
平巷	ping hang 
牌板	pai ban 
无防	wu fang 
维修点	wei xiu dian 
空邦	kong bang 
支渠	zhi qu 
估计不足	gu ji bu zu 
大石	da shi 
供料	gong liao 
煤堆	mei dui 
口装	kou zhuang 
护栏	hu lan 
采光	cai guang 
堆垛	dui duo 
倒塌	dao ta 
交底	jiao di 
乘人	cheng ren 
草席	cao xi 
螺丝	luo si 
发电机	fa dian ji 
高速路	gao su lu 
拉来	la lai 
拆开	chai kai 
整改措施	zheng gai cuo shi 
仪由	yi you 
收发	shou fa 
腐蚀性	fu shi xing 
直射	zhi she 
充电	chong dian 
高温	gao wen 
秘制	mi zhi 
公牛	gong niu 
风湿	feng shi 
收文	shou wen 
园艺	yuan yi 
个人行为	ge ren xing wei 
夜总会	ye zong hui 
商品交易	shang pin jiao yi 
欧式	ou shi 
厨师	chu shi 
思明区	si ming qu 
星空	xing kong 
接回	jie hui 
事主	shi zhu 
超上	chao shang 
结果实	jie guo shi 
共订	gong ding 
互补	hu bu 
生态园	sheng tai yuan 
后坂	hou ban 
针织品	zhen zhi pin 
基站设备	ji zhan she bei 
自备	zi bei 
高点	gao dian 
收齐	shou qi 
动用	dong yong 
服务局	fu wu ju 
业务科	ye wu ke 
免交	mian jiao 
退保	tui bao 
销售处	xiao shou chu 
汇金	hui jin 
告状	gao zhuang 
挪去	nuo qu 
法律义务	fa lv yi wu 
袋装	dai zhuang 
凝聚力	ning ju li 
省立医院	sheng li yi yuan 
抓伤	zhua shang 
局麻	ju ma 
颌面部	he mian bu 
断根	duan gen 
西院	xi yuan 
拔除	ba chu 
拍片	pai pian 
所示	suo shi 
石粘镇	shi zhan zhen 
石粘	shi zhan 
还价	huan jia 
敲诈	qiao zha 
因威	yin wei 
天道	tian dao 
回储	hui chu 
高层	gao ceng 
老镇	lao zhen 
片屋	pian wu 
超下	chao xia 
债转股	zhai zhuan gu 
确认函	que ren han 
计算方法	ji suan fang fa 
玉线	yu xian 
线杆	xian gan 
同方向	tong fang xiang 
村石	cun shi 
反应釜	fan ying fu 
氨酸	an suan 
燃烧	ran shao 
煤层	mei ceng 
私家车	si jia che 
警号	jing hao 
仙女	xian nv 
踏板	ta ban 
回乐	hui le 
遵义	zun yi 
抱养	bao yang 
亲生	qin sheng 
素质	su zhi 
推广员	tui guang yuan 
人员编制	ren yuan bian zhi 
改厕	gai ce 
技术规范	ji shu gui fan 
督导	du dao 
集安市	ji an shi 
助业	zhu ye 
涉农	she nong 
沙堆	sha dui 
掘土	jue tu 
压实	ya shi 
分选	fen xuan 
构筑物	gou zhu wu 
所举	suo ju 
代理制	dai li zhi 
打听	da ting 
宴请	yan qing 
泵业	beng ye 
齿轮厂	chi lun chang 
区域代理	qu yu dai li 
内金	nei jin 
全旗	quan qi 
公益	gong yi 
划定	hua ding 
村主任	cun zhu ren 
金线	jin xian 
捕捉	bu zhuo 
种羊	zhong yang 
畜牧业	xu mu ye 
壁虎	bi hu 
生态效益	sheng tai xiao yi 
过乡	guo xiang 
人林	ren lin 
寿商	shou shang 
视频文件	shi pin wen jian 
税票	shui piao 
出应	chu ying 
予安	yu an 
点子	dian zi 
体育运动	ti yu yun dong 
心路	xin lu 
凡需	fan xu 
加碘盐	jia dian yan 
病害	bing hai 
舞台	wu tai 
增项	zeng xiang 
科级	ke ji 
断站	duan zhan 
时长	shi chang 
手机用户	shou ji yong hu 
阻断	zu duan 
干线	gan xian 
抛撒	pao sa 
人行	ren xing 
便道	bian dao 
贫困村	pin kun cun 
留安	liu an 
水闸	shui zha 
人工湖	ren gong hu 
交代问题	jiao dai wen ti 
烧荒	shao huang 
放线	fang xian 
顶楼	ding lou 
票号	piao hao 
砖窑	zhuan yao 
砖坯	zhuan pi 
工序	gong xu 
懂得	dong de 
了曲	le qu 
发信人	fa xin ren 
字面	zi mian 
配载	pei zai 
舱位	cang wei 
出港	chu gang 
记不起	ji bu qi 
竹头	zhu tou 
运瓜	yun gua 
先生	xian sheng 
西装	xi zhuang 
衣着	yi zhuo 
通路	tong lu 
巡至	xun zhi 
人流量	ren liu liang 
夜市	ye shi 
停车位	ting che wei 
口罩	kou zhao 
没作	mei zuo 
脑壳	nao ke 
踩点	cai dian 
汽运	qi yun 
客源	ke yuan 
班车	ban che 
余车	yu che 
白家	bai jia 
砸车	za che 
保护费	bao hu fei 
雇车	gu che 
反季节	fan ji jie 
种植场	zhong zhi chang 
洗澡	xi zao 
焚烧	fen shao 
硬卧	ying wo 
售出	shou chu 
车票	che piao 
发泄	fa xie 
戒毒所	jie du suo 
熟记	shu ji 
破获	po huo 
车钩	che gou 
旅客列车	lv ke lie che 
倾覆	qing fu 
询证	xun zheng 
孤堆	gu dui 
面粉厂	mian fen chang 
